"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"5/23/2012","Hudson News","CHECK CARD PURCHASE XXXXX4884 HUDSON NEWS HOUSTN HBB HOUSTON TX","4.71","debit","Newspapers & Magazines","Spend - everyday spending","",""
"5/23/2012","Apple","CHECK CARD PURCHASE XXXXX4884 APLAPPLE ONLINE STORE XXXXX2775 CA","0.01","debit","Electronics & Software","Spend - everyday spending","",""
"5/23/2012","Foreign Transaction Fee","INTERNATIONAL POS FEE VIS 0522 SE","0.30","debit","Service Fee","Spend - everyday spending","",""
"5/23/2012","Hollister","Payment To Hollister Co.","72.81","debit","Clothing","PayPal Smart Connect","",""
"5/22/2012","Spectrum Family Dental","SPECTRUM FAMILY DENTAL","135.00","debit","Uncategorized","Chase freedom CC","",""
"5/21/2012","PayPal","ACH WEB-SINGLE 4CCJ25VYZ8D6U PAYPAL ECHECK","107.00","debit","Shopping","Spend - everyday spending","",""
"5/21/2012","Sdlsaveologyelite Fl","CHECK CARD PURCHASE XXXXX4884 SDLSaveologyElite XXXXX7693 FL","10.00","debit","Uncategorized","Spend - everyday spending","",""
"5/21/2012","Chevron","POS PURCHASE POS10912501 1472073 CHEVRON FOODMA CROWLEY LA","6.51","debit","Gas & Fuel","Spend - everyday spending","",""
"5/21/2012","Exxon","POS PURCHASE POSAH31 1472074 EXXONMOBIL NEW ORLE LA","1.66","debit","Gas & Fuel","Spend - everyday spending","",""
"5/20/2012","Yard House","YARD HOUSE HOUSTON","13.14","debit","Uncategorized","Chase freedom CC","",""
"5/20/2012","Hollister","HOLLISTER #209","24.09","debit","Clothing","Chase freedom CC","",""
"5/18/2012","Check 7006","CHECK 7006 077046031","397.00","debit","Check","Spend - everyday spending","",""
"5/16/2012","Amazon","CHECK CARD PURCHASE XXXXX4884 AMAZON MKTPLACE PMTS AMZN.COM/BI WA","13.47","debit","Shopping","Spend - everyday spending","",""
"5/15/2012","Vis Jcpenney Pittsburgh","CHECK CARD CREDIT 6841140002 VIS 0513 JCPENNEY 2263 PITTSBURGH PA","20.00","credit","Income","Spend - everyday spending","",""
"5/15/2012","Zydistro","Payment To ZYDistro","2.95","debit","Uncategorized","PayPal Smart Connect","",""
"5/14/2012","Shenzhen Atc Network","Payment To Shenzhen ATC Network Scienology Co. Ltd","28.50","debit","Uncategorized","PayPal Smart Connect","",""
"5/14/2012","Unique Squared","Payment To Unique Squared Inc","189.00","debit","Uncategorized","PayPal Smart Connect","",""
"5/14/2012","Interest Charged Purchases","Interest Charged on Purchases","2.84","debit","Finance Charge","BankAmericard Platinum Plus Visa","",""
"5/14/2012","Interest Charged Balance","Interest Charged on Balance Transfers","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"5/14/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"5/14/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"5/13/2012","Elbow Room","ELBOW ROOM","11.70","debit","Restaurants","Chase freedom CC","",""
"5/13/2012","Starbucks","STARBUCKS CORP00029009","2.64","debit","Coffee Shops","Chase freedom CC","",""
"5/13/2012","McDonald's","MCDONALD'S F12182","6.09","debit","Fast Food","Chase freedom CC","",""
"5/13/2012","Elbow Room","ELBOW ROOM","16.00","debit","Restaurants","Chase freedom CC","",""
"5/13/2012","Interest Charge","PURCHASE INTEREST CHARGE","8.86","debit","Finance Charge","Chase freedom CC","",""
"5/13/2012","Carnegie Mellon Dining","CARNEGIE MELLON DINING","6.25","debit","Restaurants","Chase freedom CC","",""
"5/13/2012","Lu Lus Noodles","LU LUS NOODLES","7.76","debit","Uncategorized","Chase freedom CC","",""
"5/12/2012","Southwest Airlines","Payment To Southwest Airlines","38.20","debit","Air Travel","PayPal Smart Connect","",""
"5/12/2012","Southwest Airlines","Payment To Southwest Airlines","38.20","debit","Air Travel","PayPal Smart Connect","",""
"5/12/2012","Southwest Airlines","Payment To Southwest Airlines","38.20","debit","Air Travel","PayPal Smart Connect","",""
"5/12/2012","Southwest Airlines","Payment To Southwest Airlines","38.20","debit","Air Travel","PayPal Smart Connect","",""
"5/11/2012","Zipcar","ZIPCAR INC","25.80","credit","Rental Car & Taxi","Chase freedom CC","",""
"5/11/2012","Green Pepper","GREEN PEPPER","42.00","debit","Uncategorized","Chase freedom CC","",""
"5/11/2012","Zipcar","ZIPCAR INC","25.80","debit","Rental Car & Taxi","Chase freedom CC","",""
"5/11/2012","Transfer to CREDIT CARD","ACH DEBIT XXXXX7054 CHASE AUTOPAY","25.00","debit","Credit Card Payment","Spend - everyday spending","",""
"5/10/2012","Sq Moonlight Restaurant","SQ *MOONLIGHT RESTAURANT","6.25","debit","Restaurants","Chase freedom CC","",""
"5/10/2012","Transfer from Spend","AUTOMATIC PAYMENT - THANK","25.00","credit","Credit Card Payment","Chase freedom CC","",""
"5/09/2012","Carnegie Mellon Bookst","CARNEGIE MELLON BOOKST","8.43","debit","Books","Chase freedom CC","",""
"5/09/2012","Citi Autopay","ACH WEBRECUR XXXXX4841 CITI AUTOPAY PAYMENT","35.00","debit","Bills & Utilities","Spend - everyday spending","",""
"5/09/2012","Noodles & Company","CHECK CARD PURCHASE XXXXX4884 LU LUS NOODLES PITTSBURGH PA","15.52","debit","Restaurants","Spend - everyday spending","",""
"5/09/2012","Carnegie Mellon Dining","CHECK CARD PURCHASE XXXXX4884 CARNEGIE MELLON DINING PITTSBURGH PA","2.25","debit","Restaurants","Spend - everyday spending","",""
"5/07/2012","Carnegie Mello","POS PURCHASE POS00146863 1478518 CARNEGIE MELLO PITTSBURGH PA","50.93","debit","Uncategorized","Spend - everyday spending","",""
"5/07/2012","Hemingway's Cafe","CHECK CARD PURCHASE XXXXX4884 HEMINGWAYS CAFE PITTSBURGH PA","16.68","debit","Alcohol & Bars","Spend - everyday spending","",""
"5/03/2012","ATM Withdrawal","ATM WITHDRAWAL PNCPI2831 N0502 4884 5000 FORBES AVENUE PITTSBURGH PA","50.00","debit","Cash & ATM","Spend - everyday spending","",""
"5/03/2012","Sq Moonlight Restaura","CHECK CARD PURCHASE XXXXX4884 SQ *MOONLIGHT RESTAURA Pittsburgh PA","10.25","debit","Restaurants","Spend - everyday spending","",""
"5/03/2012","Orient Express","CHECK CARD PURCHASE XXXXX4884 ORIENT EXPRESS PITTSBURGH PA","7.22","debit","Food & Dining","Spend - everyday spending","",""
"5/02/2012","ATM Deposit","ATM DEPOSIT 74464387 DEPOSIT 5000 FORBES AVE PITTSBURGH PA","30.00","credit","Income","Spend - everyday spending","",""
"5/02/2012","Transfer to Bank of America - Student Platinum Plus Visa","ACH WEBRECUR CKFXXXXX3498POS BK OF AMER VI/MC ONLINE PMT","30.00","debit","Credit Card Payment","Spend - everyday spending","",""
"5/02/2012","Orient Express","CHECK CARD PURCHASE XXXXX4884 ORIENT EXPRESS PITTSBURGH PA","8.44","debit","Food & Dining","Spend - everyday spending","",""
"5/02/2012","Carnegie Mello","POS PURCHASE POS00146863 0441131 CARNEGIE MELLO PITTSBURGH PA","3.19","debit","Uncategorized","Spend - everyday spending","",""
"5/01/2012","Transfer from Spend","BA ELECTRONIC PAYMENT","30.00","credit","Credit Card Payment","BankAmericard Platinum Plus Visa","",""
"5/01/2012","Noodles & Company","CHECK CARD PURCHASE XXXXX4884 LU LUS NOODLES PITTSBURGH PA","16.00","debit","Restaurants","Spend - everyday spending","",""
"5/01/2012","Sq Moonlight Restaura","CHECK CARD PURCHASE XXXXX4884 SQ *MOONLIGHT RESTAURA Pittsburgh PA","7.75","debit","Restaurants","Spend - everyday spending","",""
"4/30/2012","Papa John's","CHECK CARD PURCHASE XXXXX4884 PAPA JOHNS 0344COM XXXXX7272 PA","13.67","debit","Fast Food","Spend - everyday spending","",""
"4/30/2012","PayPal","ACH WEB-SINGLE 4CCJ25TZNA76U PAYPAL INST XFER","4.15","debit","Shopping","Spend - everyday spending","",""
"4/30/2012","Carnegie Mellon Dining","CHECK CARD PURCHASE XXXXX4884 CARNEGIE MELLON DINING PITTSBURGH PA","6.25","debit","Restaurants","Spend - everyday spending","",""
"4/30/2012","Carnegie Mellon Dining","CHECK CARD PURCHASE XXXXX4884 CARNEGIE MELLON DINING PITTSBURGH PA","1.40","debit","Restaurants","Spend - everyday spending","",""
"4/30/2012","Giant Eagle","POS PURCHASE POSGT004012 1474667 GIANT EAGLE IN PITTSBURGH PA","32.07","debit","Groceries","Spend - everyday spending","",""
"4/27/2012","Offers","CHECK CARD PURCHASE XXXXX4884 GOOGLE *Offers GOOGLE.COM/ CA","1.00","debit","Uncategorized","Spend - everyday spending","",""
"4/26/2012","Hemingway's Cafe","CHECK CARD PURCHASE XXXXX4884 HEMINGWAYS CAFE PITTSBURGH PA","10.14","debit","Alcohol & Bars","Spend - everyday spending","",""
"4/25/2012","JCPenney","CHECK CARD PURCHASE XXXXX4884 JCPENNEY.COM JCPENNEY.CO OH","20.00","debit","Clothing","Spend - everyday spending","",""
"4/23/2012","PayPal","ACH WEB-SINGLE 4CCJ25TC9ZGW4 PAYPAL ECHECK","100.00","debit","Shopping","Spend - everyday spending","",""
"4/23/2012","How Lee","CHECK CARD PURCHASE XXXXX4884 HOW LEE PITTSBURGH PA","31.80","debit","Restaurants","Spend - everyday spending","",""
"4/23/2012","Federal Express","CHECK CARD PURCHASE XXXXX4884 FEDEX XXXXX6045 XXXXX3339 TN","19.88","debit","Shipping","Spend - everyday spending","",""
"4/23/2012","Hemingway's Cafe","CHECK CARD PURCHASE XXXXX4884 HEMINGWAYS CAFE PITTSBURGH PA","17.00","debit","Alcohol & Bars","Spend - everyday spending","",""
"4/20/2012","Redemption","REDEMPTION CREDIT","307.49","credit","Credit Card Payment","Chase freedom CC","",""
"4/20/2012","Fed Wire In 348 Melwood Avenue","FED WIRE IN 005948 ORIGINATOR:TRAN THI MAI AC/020144964 193/38 NGUYEN DINH CHINH ST., WARD 11, PHU NHUAN DIST, HCMC, VIETNAM WELLS FARGO NY INTL ABA:026005092 BENEFICIARY:SI PHAM AC/1036063454 348 MELWOOD AVE PITTSBURGH PA 15213 USA RFB:NVT12161117 OBI:PM","985.00","credit","Income","Spend - everyday spending","",""
"4/20/2012","Check 7005","CHECK 7005 077301817","435.00","debit","Check","Spend - everyday spending","",""
"4/20/2012","Sdlsaveologyelite Fl","CHECK CARD PURCHASE XXXXX4884 SDLSaveologyElite XXXXX7693 FL","10.00","debit","Uncategorized","Spend - everyday spending","",""
"4/18/2012","Fiverr Com","Payment To fiverr.com","5.00","debit","Uncategorized","PayPal Smart Connect","",""
"4/17/2012","Kimberly Aytes","Payment To Kimberly Aytes","730.04","debit","Uncategorized","PayPal Smart Connect","",""
"4/16/2012","ATM Deposit","ATM DEPOSIT 71824703 DEPOSIT 5000 FORBES AVE PITTSBURGH PA","69.50","credit","Income","Spend - everyday spending","",""
"4/16/2012","Giant Eagle","POS PURCHASE POSGT004011 1477918 GIANT EAGLE IN PITTSBURGH PA","80.93","debit","Groceries","Spend - everyday spending","",""
"4/13/2012","Interest Charge","PURCHASE INTEREST CHARGE","13.60","debit","Finance Charge","Chase freedom CC","",""
"4/13/2012","Unu Carnegie Mellon","ACH CREDIT XXXXX3722UNU CARNEGIE MELLON DIRECT DEP","46.92","credit","Paycheck","Spend - everyday spending","",""
"4/13/2012","Interest Charged Purchases","Interest Charged on Purchases","2.97","debit","Finance Charge","BankAmericard Platinum Plus Visa","",""
"4/13/2012","Interest Charged Balance","Interest Charged on Balance Transfers","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"4/13/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"4/13/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"4/12/2012","Transfer from PayPal Account","ACH CREDIT 4CCJ25S8L5TLY PAYPAL TRANSFER","200.00","credit","Transfer","Spend - everyday spending","",""
"4/11/2012","Interest Charged Standard","INTEREST CHARGED TO STANDARD PURCH","4.64","debit","Finance Charge","6605","",""
"4/11/2012","Comcast","CHECK CARD PURCHASE XXXXX4884 COMCAST THREERIVERS,PA 800-COMCAST PA","100.00","debit","Television","Spend - everyday spending","",""
"4/11/2012","Carnegie Mello","POS PURCHASE POS00146863 0403179 CARNEGIE MELLO PITTSBURGH PA","37.40","debit","Uncategorized","Spend - everyday spending","",""
"4/11/2012","Transfer to CREDIT CARD","ACH DEBIT XXXXX6962 CHASE AUTOPAY","25.00","debit","Credit Card Payment","Spend - everyday spending","",""
"4/11/2012","Carnegie Mellon Dining","CHECK CARD PURCHASE XXXXX4884 CARNEGIE MELLON DINING PITTSBURGH PA","8.80","debit","Restaurants","Spend - everyday spending","",""
"4/11/2012","Southwest Airlines","Payment To Southwest Airlines","152.10","debit","Air Travel","PayPal Smart Connect","",""
"4/11/2012","Southwest Airlines","Payment To Southwest Airlines","152.10","debit","Air Travel","PayPal Smart Connect","",""
"4/11/2012","Southwest Airlines","Payment To Southwest Airlines","152.10","debit","Air Travel","PayPal Smart Connect","",""
"4/11/2012","Southwest Airlines","Payment To Southwest Airlines","152.10","debit","Air Travel","PayPal Smart Connect","",""
"4/10/2012","Transfer from Spend","AUTOMATIC PAYMENT - THANK","25.00","credit","Credit Card Payment","Chase freedom CC","",""
"4/10/2012","Transfer to 6605","ACH WEBRECUR XXXXX2217 CITI AUTOPAY PAYMENT","35.00","debit","Credit Card Payment","Spend - everyday spending","",""
"4/10/2012","Sabrina Pendergast","Payment To Sabrina Pendergast","52.99","debit","Uncategorized","PayPal Smart Connect","",""
"4/09/2012","Little Asia","CHECK CARD PURCHASE XXXXX4884 LITTLE ASIA PITTSBURGH PA","20.00","debit","Restaurants","Spend - everyday spending","",""
"4/09/2012","Bellagio","CHECK CARD PURCHASE XXXXX4884 PIZZA BELLAGIO PITTSBURGH PA","17.62","debit","Hotel","Spend - everyday spending","",""
"4/08/2012","Transfer from Spend","AUTOPAY 999990000015189RAUTOPAY AUTO-PMT","35.00","credit","Credit Card Payment","6605","",""
"4/06/2012","Giant Eagle","POS PURCHASE POSGT004012 0555240 GIANT EAGLE IN PITTSBURGH PA","63.38","debit","Groceries","Spend - everyday spending","",""
"4/06/2012","Sdlsaveologydeals Fl","CHECK CARD PURCHASE XXXXX4884 SDLSAVEOLOGYDEALS XXXXX8132 FL","5.00","debit","Uncategorized","Spend - everyday spending","",""
"4/06/2012","Southwest Airlines","Payment To Southwest Airlines","203.60","debit","Air Travel","PayPal Smart Connect","",""
"4/05/2012","Orient Express","CHECK CARD PURCHASE XXXXX4884 ORIENT EXPRESS PITTSBURGH PA","7.44","debit","Food & Dining","Spend - everyday spending","",""
"4/05/2012","Carnegie Mellon Entrop","CHECK CARD PURCHASE XXXXX4884 CARNEGIE MELLON ENTROP PITTSBURGH PA","6.98","debit","Uncategorized","Spend - everyday spending","",""
"4/05/2012","Check 7004","CHECK 7004 074989642","475.00","debit","Check","Spend - everyday spending","",""
"4/04/2012","Carnegie Mellon Dining","CHECK CARD PURCHASE XXXXX4884 CARNEGIE MELLON DINING PITTSBURGH PA","15.40","debit","Restaurants","Spend - everyday spending","",""
"4/04/2012","Carnegie Mellon Entrop","CHECK CARD PURCHASE XXXXX4884 CARNEGIE MELLON ENTROP PITTSBURGH PA","6.28","debit","Uncategorized","Spend - everyday spending","",""
"4/03/2012","Transfer to Bank of America - Student Platinum Plus Visa","ACH WEBRECUR CKFXXXXX3498POS BK OF AMER VI/MC ONLINE PMT","30.00","debit","Credit Card Payment","Spend - everyday spending","",""
"4/03/2012","Tuition Mgmt Sys","ACH WEBSINGLE XXXXX4892 TUITION MGMT SYS TMSMPP PMT","2364.60","debit","Tuition","Spend - everyday spending","",""
"4/03/2012","Goggles U Com","Payment To Goggles4u.com (American Eye Vision Inc.)","11.90","debit","Eyecare","PayPal Smart Connect","",""
"4/02/2012","Transfer from Spend","BA ELECTRONIC PAYMENT","30.00","credit","Credit Card Payment","BankAmericard Platinum Plus Visa","",""
"4/02/2012","Orient Express","CHECK CARD PURCHASE XXXXX4884 ORIENT EXPRESS PITTSBURGH PA","15.00","debit","Food & Dining","Spend - everyday spending","",""
"4/02/2012","ATM Withdrawal","ATM WITHDRAWAL PNCPI2831 N0402 4884 5000 FORBES AVENUE PITTSBURGH PA","50.00","debit","Cash & ATM","Spend - everyday spending","",""
"3/30/2012","Unu Carnegie Mellon","ACH CREDIT XXXXX4843UNU CARNEGIE MELLON DIRECT DEP","24.91","credit","Paycheck","Spend - everyday spending","",""
"3/30/2012","Carnegie Mello","POS PURCHASE POS00146863 0550513 CARNEGIE MELLO PITTSBURGH PA","2.99","debit","Uncategorized","Spend - everyday spending","",""
"3/29/2012","ATM Deposit","ATM TRANSACTION FEE REIMBURSEMENT","5.00","credit","Income","Spend - everyday spending","",""
"3/27/2012","Justin Judy","Payment To Justin Judy","780.00","debit","Uncategorized","PayPal Smart Connect","",""
"3/26/2012","ATM Fee","ATM WITHDRAWAL MACTX48334N0324 4884 1627 PENN AVE. PITTSBURGH PA","2.50","debit","ATM Fee","Spend - everyday spending","",""
"3/26/2012","ATM Withdrawal","ATM WITHDRAWAL MACTX48334N0324 4884 1627 PENN AVE. PITTSBURGH PA","100.00","debit","Cash & ATM","Spend - everyday spending","",""
"3/26/2012","ATM Fee","ATM WITHDRAWAL FEE","2.50","debit","ATM Fee","Spend - everyday spending","",""
"3/26/2012","Foreign Transaction Fee","INTERNATIONAL POS FEE VIS 0323 SE","0.30","debit","Service Fee","Spend - everyday spending","",""
"3/26/2012","CVS","POS PURCHASE POS23959376 1455366 CVS 04369 0436 PITTSBURGH PA","2.00","debit","Pharmacy","Spend - everyday spending","",""
"3/26/2012","Recurring Rebtel Services","RECURRING CHECK CARD XXXXX4085 REBTEL SERVICES LUXEMBOURG SE","10.00","debit","Uncategorized","Spend - everyday spending","",""
"3/26/2012","Mario East Side","CHECK CARD PURCHASE XXXXX4884 MARIO&#039;S EAST SIDE PITTSBURGH PA","20.50","debit","Uncategorized","Spend - everyday spending","",""
"3/26/2012","Lotus","POS PURCHASE POS45600401 1455365 LOTUS FOOD PITTSBURGH PA","16.81","debit","Auto Payment","Spend - everyday spending","",""
"3/25/2012","Zipcar","ZIPCAR INC","8.00","debit","Rental Car & Taxi","Chase freedom CC","",""
"3/23/2012","Carnegie Mellon Dining","CHECK CARD PURCHASE XXXXX4884 CARNEGIE MELLON DINING PITTSBURGH PA","1.35","debit","Restaurants","Spend - everyday spending","",""
"3/23/2012","Giant Eagle","POS PURCHASE POSGT004014 0500972 GIANT EAGLE IN PITTSBURGH PA","44.95","debit","Groceries","Spend - everyday spending","",""
"3/23/2012","Carnegie Mellon Dining","CHECK CARD PURCHASE XXXXX4884 CARNEGIE MELLON DINING PITTSBURGH PA","6.25","debit","Restaurants","Spend - everyday spending","",""
"3/19/2012","Fed Wire In 348 Melwood Avenue","FED WIRE IN 005359 ORIGINATOR:TRAN THI MAI AC/020144964 193/38 NGUYEN DINH CHINH ST., WARD 11, PHU NHUAN DIST, HCMC, VIETNAM WELLS FARGO NY INTL ABA:026005092 BENEFICIARY:SI PHAM AC/1036063454 348 MELWOOD AVE PITTSBURGH PA 15213 USA RFB:NVT12149427 OBI:PM","2985.00","credit","Income","Spend - everyday spending","",""
"3/19/2012","Sun Penang","SUN PENANG","35.00","debit","Restaurants","Chase freedom CC","",""
"3/18/2012","Noodles & Company","NOODLES & CO 731","16.56","debit","Restaurants","Chase freedom CC","",""
"3/16/2012","Unu Carnegie Mellon","ACH CREDIT XXXXX3783UNU CARNEGIE MELLON DIRECT DEP","45.30","credit","Paycheck","Spend - everyday spending","",""
"3/16/2012","PayPal","ACH WEB-SINGLE 4CCJ25PXEFMWA PAYPAL ECHECK","181.00","debit","Shopping","Spend - everyday spending","",""
"3/16/2012","Archie Bar","ARCHIE`S BAR","17.75","debit","Alcohol & Bars","Chase freedom CC","",""
"3/15/2012","General Nutrition Centers","GNC #03841","2.57","debit","Groceries","Chase freedom CC","",""
"3/15/2012","Interest Charged Purchases","Interest Charged on Purchases","3.48","debit","Finance Charge","BankAmericard Platinum Plus Visa","",""
